marca,supermercado,categoria,precio,supermercado_index,categoria_index,features,scaledFeatures,prediction,categoria_limpia
SOPROLE,ACUENTA,OTROS FRESCOS,3290.0,4.0,5.0,"[3290.0,4.0,5.0]","[0.4778101349985792,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,4090.0,4.0,5.0,"[4090.0,4.0,5.0]","[0.5939949702565924,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,680.0,4.0,5.0,"[680.0,4.0,5.0]","[0.0987571099693112,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,650.0,4.0,5.0,"[650.0,4.0,5.0]","[0.09440017864713571,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
TIL,ACUENTA,LACTEOS,3690.0,4.0,4.0,"[3690.0,4.0,4.0]","[0.5359025526275858,2.9858970332390777,0.6371028801433245]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,LACTEOS,2890.0,4.0,4.0,"[2890.0,4.0,4.0]","[0.41971771736957264,2.9858970332390777,0.6371028801433245]",2,LACTEOS Y FRESCOS
SOPROLE,ACUENTA,LACTEOS,1650.0,4.0,4.0,"[1650.0,4.0,4.0]","[0.23963122271965218,2.9858970332390777,0.6371028801433245]",2,LACTEOS Y FRESCOS
WATTS,ACUENTA,LACTEOS,3790.0,4.0,4.0,"[3790.0,4.0,4.0]","[0.5504256570348375,2.9858970332390777,0.6371028801433245]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,2590.0,4.0,5.0,"[2590.0,4.0,5.0]","[0.3761484041478177,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,620.0,4.0,5.0,"[620.0,4.0,5.0]","[0.09004324732496022,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,480.0,4.0,5.0,"[480.0,4.0,5.0]","[0.06971090115480791,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
TIL,ACUENTA,OTROS FRESCOS,1090.0,4.0,5.0,"[1090.0,4.0,5.0]","[0.15830183803904296,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,LACTEOS,2390.0,4.0,4.0,"[2390.0,4.0,4.0]","[0.3471021953333144,2.9858970332390777,0.6371028801433245]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,1090.0,4.0,5.0,"[1090.0,4.0,5.0]","[0.15830183803904296,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,OTROS FRESCOS,480.0,4.0,5.0,"[480.0,4.0,5.0]","[0.06971090115480791,2.9858970332390777,0.7963786001791556]",2,LACTEOS Y FRESCOS
GENERICA,ACUENTA,COLACIONES/POSTRES,810.0,4.0,18.0,"[810.0,4.0,18.0]","[0.11763714569873834,2.9858970332390777,2.86696296064496]",1,OTROS / ELABORADOS
NUESTRA COCINA,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1890.0,0.0,0.0,"[1890.0,0.0,0.0]","[0.2744866732970561,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1790.0,0.0,0.0,"[1790.0,0.0,0.0]","[0.2599635688898045,0.0,0.0]",0,DESPENSA Y ABARROTES
TUCAPEL,UNIMARC,DESPENSA,1090.0,0.0,0.0,"[1090.0,0.0,0.0]","[0.15830183803904296,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,1550.0,0.0,0.0,"[1550.0,0.0,0.0]","[0.22510811831240055,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,690.0,0.0,0.0,"[690.0,0.0,0.0]","[0.10020942041003637,0.0,0.0]",0,DESPENSA Y ABARROTES
HELLMANNS,UNIMARC,DESPENSA,3490.0,0.0,0.0,"[3490.0,0.0,0.0]","[0.5068563438130825,0.0,0.0]",0,DESPENSA Y ABARROTES
TUCAPEL,UNIMARC,DESPENSA,2450.0,0.0,0.0,"[2450.0,0.0,0.0]","[0.35581605797766536,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1250.0,0.0,0.0,"[1250.0,0.0,0.0]","[0.1815388050906456,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,690.0,0.0,0.0,"[690.0,0.0,0.0]","[0.10020942041003637,0.0,0.0]",0,DESPENSA Y ABARROTES
POMAROLA,UNIMARC,DESPENSA,4150.0,0.0,0.0,"[4150.0,0.0,0.0]","[0.6027088329009433,0.0,0.0]",0,DESPENSA Y ABARROTES
MARCO POLO,UNIMARC,DESPENSA,2000.0,0.0,0.0,"[2000.0,0.0,0.0]","[0.29046208814503294,0.0,0.0]",0,DESPENSA Y ABARROTES
MONT BLANC,UNIMARC,DESPENSA,1100.0,0.0,0.0,"[1100.0,0.0,0.0]","[0.15975414847976813,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
CLUB SOCIAL,UNIMARC,DESPENSA,33990.0,0.0,0.0,"[33990.0,0.0,0.0]","[4.936403188024835,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1990.0,0.0,0.0,"[1990.0,0.0,0.0]","[0.2890097777043078,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,1190.0,0.0,0.0,"[1190.0,0.0,0.0]","[0.1728249424462946,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,990.0,0.0,0.0,"[990.0,0.0,0.0]","[0.1437787336317913,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,3290.0,0.0,0.0,"[3290.0,0.0,0.0]","[0.4778101349985792,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,21500.0,0.0,0.0,"[21500.0,0.0,0.0]","[3.1224674475591043,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,3000.0,0.0,0.0,"[3000.0,0.0,0.0]","[0.4356931322175494,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,3000.0,0.0,0.0,"[3000.0,0.0,0.0]","[0.4356931322175494,0.0,0.0]",0,DESPENSA Y ABARROTES
ROBINSON CRUSOE,UNIMARC,DESPENSA,1990.0,0.0,0.0,"[1990.0,0.0,0.0]","[0.2890097777043078,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,510.0,0.0,0.0,"[510.0,0.0,0.0]","[0.0740678324769834,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,1390.0,0.0,0.0,"[1390.0,0.0,0.0]","[0.2018711512607979,0.0,0.0]",0,DESPENSA Y ABARROTES
VAN CAMPS,UNIMARC,DESPENSA,23000.0,0.0,0.0,"[23000.0,0.0,0.0]","[3.340314013667879,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,12990.0,0.0,0.0,"[12990.0,0.0,0.0]","[1.8865512625019891,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21490.0,0.0,0.0,"[21490.0,0.0,0.0]","[3.121015137118379,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,8390.0,0.0,0.0,"[8390.0,0.0,0.0]","[1.2184884597684131,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,23000.0,0.0,0.0,"[23000.0,0.0,0.0]","[3.340314013667879,0.0,0.0]",0,DESPENSA Y ABARROTES
LOBOS,UNIMARC,DESPENSA,610.0,0.0,0.0,"[610.0,0.0,0.0]","[0.08859093688423506,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,2550.0,0.0,0.0,"[2550.0,0.0,0.0]","[0.370339162384917,0.0,0.0]",0,DESPENSA Y ABARROTES
CHEF,UNIMARC,DESPENSA,3750.0,0.0,0.0,"[3750.0,0.0,0.0]","[0.5446164152719368,0.0,0.0]",0,DESPENSA Y ABARROTES
DOÑA CLARA,UNIMARC,DESPENSA,21000.0,0.0,0.0,"[21000.0,0.0,0.0]","[3.049851925522846,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,2000.0,0.0,0.0,"[2000.0,0.0,0.0]","[0.29046208814503294,0.0,0.0]",0,DESPENSA Y ABARROTES
VAN CAMPS,UNIMARC,DESPENSA,1990.0,0.0,0.0,"[1990.0,0.0,0.0]","[0.2890097777043078,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1490.0,0.0,0.0,"[1490.0,0.0,0.0]","[0.21639425566804954,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,2000.0,0.0,0.0,"[2000.0,0.0,0.0]","[0.29046208814503294,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,690.0,0.0,0.0,"[690.0,0.0,0.0]","[0.10020942041003637,0.0,0.0]",0,DESPENSA Y ABARROTES
KRAFT,UNIMARC,DESPENSA,7290.0,0.0,0.0,"[7290.0,0.0,0.0]","[1.0587343112886451,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,450.0,0.0,0.0,"[450.0,0.0,0.0]","[0.06535396983263242,0.0,0.0]",0,DESPENSA Y ABARROTES
TUCAPEL,UNIMARC,DESPENSA,2590.0,0.0,0.0,"[2590.0,0.0,0.0]","[0.3761484041478177,0.0,0.0]",0,DESPENSA Y ABARROTES
CARAVELLA,UNIMARC,DESPENSA,6990.0,0.0,0.0,"[6990.0,0.0,0.0]","[1.0151649980668902,0.0,0.0]",0,DESPENSA Y ABARROTES
MONT BLANC,UNIMARC,DESPENSA,1390.0,0.0,0.0,"[1390.0,0.0,0.0]","[0.2018711512607979,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,690.0,0.0,0.0,"[690.0,0.0,0.0]","[0.10020942041003637,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,880.0,0.0,0.0,"[880.0,0.0,0.0]","[0.1278033187838145,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1650.0,0.0,0.0,"[1650.0,0.0,0.0]","[0.23963122271965218,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,2490.0,0.0,0.0,"[2490.0,0.0,0.0]","[0.361625299740566,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,1743.0,0.0,0.0,"[1743.0,0.0,0.0]","[0.25313770981839623,0.0,0.0]",0,DESPENSA Y ABARROTES
CHEF,UNIMARC,DESPENSA,7750.0,0.0,0.0,"[7750.0,0.0,0.0]","[1.1255405915620027,0.0,0.0]",0,DESPENSA Y ABARROTES
TRAVERSO,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,2490.0,0.0,0.0,"[2490.0,0.0,0.0]","[0.361625299740566,0.0,0.0]",0,DESPENSA Y ABARROTES
KRYZPO,UNIMARC,DESPENSA,23280.0,0.0,0.0,"[23280.0,0.0,0.0]","[3.3809787060081837,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,21500.0,0.0,0.0,"[21500.0,0.0,0.0]","[3.1224674475591043,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,2490.0,0.0,0.0,"[2490.0,0.0,0.0]","[0.361625299740566,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31430.0,0.0,0.0,"[31430.0,0.0,0.0]","[4.5646117151991925,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,4450.0,0.0,0.0,"[4450.0,0.0,0.0]","[0.6462781461226983,0.0,0.0]",0,DESPENSA Y ABARROTES
ANGELMO,UNIMARC,DESPENSA,1190.0,0.0,0.0,"[1190.0,0.0,0.0]","[0.1728249424462946,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21600.0,0.0,0.0,"[21600.0,0.0,0.0]","[3.1369905519663557,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,3250.0,0.0,0.0,"[3250.0,0.0,0.0]","[0.47200089323567856,0.0,0.0]",0,DESPENSA Y ABARROTES
EVERCRISP,UNIMARC,DESPENSA,2090.0,0.0,0.0,"[2090.0,0.0,0.0]","[0.30353288211155943,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,1090.0,0.0,0.0,"[1090.0,0.0,0.0]","[0.15830183803904296,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,2690.0,0.0,0.0,"[2690.0,0.0,0.0]","[0.3906715085550693,0.0,0.0]",0,DESPENSA Y ABARROTES
TRATTORIA,UNIMARC,DESPENSA,890.0,0.0,0.0,"[890.0,0.0,0.0]","[0.12925562922453968,0.0,0.0]",0,DESPENSA Y ABARROTES
LUCCHETTI,UNIMARC,DESPENSA,1090.0,0.0,0.0,"[1090.0,0.0,0.0]","[0.15830183803904296,0.0,0.0]",0,DESPENSA Y ABARROTES
KRYZPO,UNIMARC,DESPENSA,23280.0,0.0,0.0,"[23280.0,0.0,0.0]","[3.3809787060081837,0.0,0.0]",0,DESPENSA Y ABARROTES
SELZ,UNIMARC,DESPENSA,1190.0,0.0,0.0,"[1190.0,0.0,0.0]","[0.1728249424462946,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,21200.0,0.0,0.0,"[21200.0,0.0,0.0]","[3.0788981343373494,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,2590.0,0.0,0.0,"[2590.0,0.0,0.0]","[0.3761484041478177,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31550.0,0.0,0.0,"[31550.0,0.0,0.0]","[4.582039440487895,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,1900.0,0.0,0.0,"[1900.0,0.0,0.0]","[0.2759389837377813,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,3650.0,0.0,0.0,"[3650.0,0.0,0.0]","[0.5300933108646851,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
TRATTORIA,UNIMARC,DESPENSA,890.0,0.0,0.0,"[890.0,0.0,0.0]","[0.12925562922453968,0.0,0.0]",0,DESPENSA Y ABARROTES
MARCO POLO,UNIMARC,DESPENSA,2000.0,0.0,0.0,"[2000.0,0.0,0.0]","[0.29046208814503294,0.0,0.0]",0,DESPENSA Y ABARROTES
EVERCRISP,UNIMARC,DESPENSA,2090.0,0.0,0.0,"[2090.0,0.0,0.0]","[0.30353288211155943,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,690.0,0.0,0.0,"[690.0,0.0,0.0]","[0.10020942041003637,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,990.0,0.0,0.0,"[990.0,0.0,0.0]","[0.1437787336317913,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,390.0,0.0,0.0,"[390.0,0.0,0.0]","[0.05664010718828143,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
WASIL,UNIMARC,DESPENSA,1790.0,0.0,0.0,"[1790.0,0.0,0.0]","[0.2599635688898045,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,21200.0,0.0,0.0,"[21200.0,0.0,0.0]","[3.0788981343373494,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,1950.0,0.0,0.0,"[1950.0,0.0,0.0]","[0.28320053594140715,0.0,0.0]",0,DESPENSA Y ABARROTES
CLUB SOCIAL,UNIMARC,DESPENSA,22780.0,0.0,0.0,"[22780.0,0.0,0.0]","[3.308363183971925,0.0,0.0]",0,DESPENSA Y ABARROTES
TRAVERSO,UNIMARC,DESPENSA,990.0,0.0,0.0,"[990.0,0.0,0.0]","[0.1437787336317913,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31510.0,0.0,0.0,"[31510.0,0.0,0.0]","[4.5762301987249945,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,21590.0,0.0,0.0,"[21590.0,0.0,0.0]","[3.1355382415256305,0.0,0.0]",0,DESPENSA Y ABARROTES
KRAFT,UNIMARC,DESPENSA,4250.0,0.0,0.0,"[4250.0,0.0,0.0]","[0.617231937308195,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,21200.0,0.0,0.0,"[21200.0,0.0,0.0]","[3.0788981343373494,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,2000.0,0.0,0.0,"[2000.0,0.0,0.0]","[0.29046208814503294,0.0,0.0]",0,DESPENSA Y ABARROTES
HELLMANNS,UNIMARC,DESPENSA,5490.0,0.0,0.0,"[5490.0,0.0,0.0]","[0.7973184319581155,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31460.0,0.0,0.0,"[31460.0,0.0,0.0]","[4.568968646521368,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,950.0,0.0,0.0,"[950.0,0.0,0.0]","[0.13796949186889065,0.0,0.0]",0,DESPENSA Y ABARROTES
RITZ,UNIMARC,DESPENSA,590.0,0.0,0.0,"[590.0,0.0,0.0]","[0.08568631600278472,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,23000.0,0.0,0.0,"[23000.0,0.0,0.0]","[3.340314013667879,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,700.0,0.0,0.0,"[700.0,0.0,0.0]","[0.10166173085076154,0.0,0.0]",0,DESPENSA Y ABARROTES
POMAROLA,UNIMARC,DESPENSA,870.0,0.0,0.0,"[870.0,0.0,0.0]","[0.12635100834308932,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,2890.0,0.0,0.0,"[2890.0,0.0,0.0]","[0.41971771736957264,0.0,0.0]",0,DESPENSA Y ABARROTES
TRATTORIA,UNIMARC,DESPENSA,890.0,0.0,0.0,"[890.0,0.0,0.0]","[0.12925562922453968,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,21200.0,0.0,0.0,"[21200.0,0.0,0.0]","[3.0788981343373494,0.0,0.0]",0,DESPENSA Y ABARROTES
LECHE SUR,UNIMARC,DESPENSA,22880.0,0.0,0.0,"[22880.0,0.0,0.0]","[3.322886288379177,0.0,0.0]",0,DESPENSA Y ABARROTES
CHEETOS,UNIMARC,DESPENSA,1650.0,0.0,0.0,"[1650.0,0.0,0.0]","[0.23963122271965218,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,23000.0,0.0,0.0,"[23000.0,0.0,0.0]","[3.340314013667879,0.0,0.0]",0,DESPENSA Y ABARROTES
CLUB SOCIAL,UNIMARC,DESPENSA,22780.0,0.0,0.0,"[22780.0,0.0,0.0]","[3.308363183971925,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,5000.0,0.0,0.0,"[5000.0,0.0,0.0]","[0.7261552203625824,0.0,0.0]",0,DESPENSA Y ABARROTES
PANCHO VILLA,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31550.0,0.0,0.0,"[31550.0,0.0,0.0]","[4.582039440487895,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31460.0,0.0,0.0,"[31460.0,0.0,0.0]","[4.568968646521368,0.0,0.0]",0,DESPENSA Y ABARROTES
EVERCRISP,UNIMARC,DESPENSA,2000.0,0.0,0.0,"[2000.0,0.0,0.0]","[0.29046208814503294,0.0,0.0]",0,DESPENSA Y ABARROTES
MARCO POLO,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
CLUB SOCIAL,UNIMARC,DESPENSA,22780.0,0.0,0.0,"[22780.0,0.0,0.0]","[3.308363183971925,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,3090.0,0.0,0.0,"[3090.0,0.0,0.0]","[0.4487639261840759,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,21200.0,0.0,0.0,"[21200.0,0.0,0.0]","[3.0788981343373494,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31510.0,0.0,0.0,"[31510.0,0.0,0.0]","[4.5762301987249945,0.0,0.0]",0,DESPENSA Y ABARROTES
TUCAPEL,UNIMARC,DESPENSA,1790.0,0.0,0.0,"[1790.0,0.0,0.0]","[0.2599635688898045,0.0,0.0]",0,DESPENSA Y ABARROTES
LAYS,UNIMARC,DESPENSA,2250.0,0.0,0.0,"[2250.0,0.0,0.0]","[0.3267698491631621,0.0,0.0]",0,DESPENSA Y ABARROTES
IANSA CERO K,UNIMARC,DESPENSA,3490.0,0.0,0.0,"[3490.0,0.0,0.0]","[0.5068563438130825,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,1390.0,0.0,0.0,"[1390.0,0.0,0.0]","[0.2018711512607979,0.0,0.0]",0,DESPENSA Y ABARROTES
TUCAPEL,UNIMARC,DESPENSA,1290.0,0.0,0.0,"[1290.0,0.0,0.0]","[0.18734804685354625,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31550.0,0.0,0.0,"[31550.0,0.0,0.0]","[4.582039440487895,0.0,0.0]",0,DESPENSA Y ABARROTES
CARAVELLA,UNIMARC,DESPENSA,6990.0,0.0,0.0,"[6990.0,0.0,0.0]","[1.0151649980668902,0.0,0.0]",0,DESPENSA Y ABARROTES
BANQUETE,UNIMARC,DESPENSA,4390.0,0.0,0.0,"[4390.0,0.0,0.0]","[0.6375642834783474,0.0,0.0]",0,DESPENSA Y ABARROTES
NUESTRA COCINA,UNIMARC,DESPENSA,690.0,0.0,0.0,"[690.0,0.0,0.0]","[0.10020942041003637,0.0,0.0]",0,DESPENSA Y ABARROTES
HELLMANNS,UNIMARC,DESPENSA,1000.0,0.0,0.0,"[1000.0,0.0,0.0]","[0.14523104407251647,0.0,0.0]",0,DESPENSA Y ABARROTES
BANQUETE,UNIMARC,DESPENSA,2750.0,0.0,0.0,"[2750.0,0.0,0.0]","[0.3993853711994203,0.0,0.0]",0,DESPENSA Y ABARROTES
CAROZZI,UNIMARC,DESPENSA,990.0,0.0,0.0,"[990.0,0.0,0.0]","[0.1437787336317913,0.0,0.0]",0,DESPENSA Y ABARROTES
NATURA,UNIMARC,DESPENSA,2000.0,0.0,0.0,"[2000.0,0.0,0.0]","[0.29046208814503294,0.0,0.0]",0,DESPENSA Y ABARROTES
IANSA,UNIMARC,DESPENSA,1490.0,0.0,0.0,"[1490.0,0.0,0.0]","[0.21639425566804954,0.0,0.0]",0,DESPENSA Y ABARROTES
KARDAMILI,UNIMARC,DESPENSA,18890.0,0.0,0.0,"[18890.0,0.0,0.0]","[2.743414422529836,0.0,0.0]",0,DESPENSA Y ABARROTES
MAGGI,UNIMARC,DESPENSA,31200.0,0.0,0.0,"[31200.0,0.0,0.0]","[4.531208575062514,0.0,0.0]",0,DESPENSA Y ABARROTES
MERKAT,UNIMARC,DESPENSA,870.0,0.0,0.0,"[870.0,0.0,0.0]","[0.12635100834308932,0.0,0.0]",0,DESPENSA Y ABARROTES
JB,UNIMARC,DESPENSA,3090.0,0.0,0.0,"[3090.0,0.0,0.0]","[0.4487639261840759,0.0,0.0]",0,DESPENSA Y ABARROTES
IANSA,UNIMARC,DESPENSA,1350.0,0.0,0.0,"[1350.0,0.0,0.0]","[0.19606190949789723,0.0,0.0]",0,DESPENSA Y ABARROTES
