nombre_producto,marca,supermercado,categoria,precio,precio_promedio_cat,dif_porcentual_promedio,prediction
Porotos Tórtola Martini 500 g,Martini,Santa Isabel,Lacteos y Congelados,2230.0,2614.2762645914395,-14.7,0
Caldo Maggi Sabor Carne 80 g 8 Tabletas,Maggi,Santa Isabel,Lacteos y Congelados,900.0,2614.2762645914395,-65.57,0
Vinagre de Vino Rosado 500 ml,Cuisine & Co,Santa Isabel,Lacteos y Congelados,970.0,2614.2762645914395,-62.9,0
Cereal Natur Arroz Bolsa 100 g,Natur,Santa Isabel,Lacteos y Congelados,1330.0,2614.2762645914395,-49.13,0
Mermelada Vivo Durazno Sin Azúcar 200 g,Vivo,Santa Isabel,Lacteos y Congelados,1190.0,2614.2762645914395,-54.48,0
Crema de Espárragos Naturezza 60 g,Naturezza,Santa Isabel,Lacteos y Congelados,510.0,2614.2762645914395,-80.49,0
Lentejas Banquete 4 mm 1 kg,Banquete,Santa Isabel,Lacteos y Congelados,2650.0,2614.2762645914395,1.37,0
Café en Cápsulas Nescafé Dolce Gusto Lungo 10 Tazas,Nescafé Dolce Gusto,Santa Isabel,Lacteos y Congelados,4790.0,2614.2762645914395,83.22,2
Crema Chantilly 250 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,3590.0,2614.2762645914395,37.32,0
Azúcar Blanca Iansa 5 kg,Iansa,Santa Isabel,Lacteos y Congelados,7350.0,2614.2762645914395,181.15,0
"Compota Manzana, Zapallo y Plátano 90 g",Cuisine & Co,Santa Isabel,Lacteos y Congelados,510.0,2614.2762645914395,-80.49,0
Mayonesa Hellmann's Supreme Artesana Frasco 380 g,Hellmann's,Santa Isabel,Lacteos y Congelados,4250.0,2614.2762645914395,62.57,0
Mayonesa Kraft MayoDeli Doypack 1.1 kg,Kraft,Santa Isabel,Lacteos y Congelados,4880.0,2614.2762645914395,86.67,0
Harina de Fuerza 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1190.0,2614.2762645914395,-54.48,0
Puré de Papas Maggi 187 g,Maggi,Santa Isabel,Lacteos y Congelados,1890.0,2614.2762645914395,-27.7,0
Comino Molido Cuisine & Co 15 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,410.0,2614.2762645914395,-84.32,0
Semillas de Sésamo Tostado 30 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,530.0,2614.2762645914395,-79.73,0
Ramen Maruchan Carne de Res 85 g,Maruchan,Santa Isabel,Lacteos y Congelados,720.0,2614.2762645914395,-72.46,0
Salsa Blanca Cuisine & Co Sobre 36 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,680.0,2614.2762645914395,-73.99,0
Mermelada En Línea Frutilla Sin Azúcar 200 g,En Línea,Santa Isabel,Lacteos y Congelados,1340.0,2614.2762645914395,-48.74,0
Sal Lobos de Selección Yodada 125 g,Lobos,Santa Isabel,Lacteos y Congelados,670.0,2614.2762645914395,-74.37,0
"Compota Manzana, Pera, Espinaca y Zapallo Italiano 90 g",Cuisine & Co,Santa Isabel,Lacteos y Congelados,570.0,2614.2762645914395,-78.2,0
Polvos de Hornear Imperial 200 g,Imperial,Santa Isabel,Lacteos y Congelados,2650.0,2614.2762645914395,1.37,2
Té Club Ceylán Premium Sobre Envoltura 100 un.,Club,Santa Isabel,Lacteos y Congelados,3550.0,2614.2762645914395,35.79,2
Comida Instantánea Maruchan Pollo Sobre 85 g,Maruchan,Santa Isabel,Lacteos y Congelados,740.0,2614.2762645914395,-71.69,0
Mayonesa Tradicional 400 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1990.0,2614.2762645914395,-23.88,0
Café Gold Descafeinado 100 g,Gold,Santa Isabel,Lacteos y Congelados,6590.0,2614.2762645914395,152.08,0
Tallarín N°78 Talliani 400 g,Talliani,Santa Isabel,Lacteos y Congelados,1000.0,2614.2762645914395,-61.75,0
Azúcar Rubia Iansa 1 kg,Iansa,Santa Isabel,Lacteos y Congelados,2390.0,2614.2762645914395,-8.58,0
Mermelada Vivo Mango Sin Azúcar 200 g,Vivo,Santa Isabel,Lacteos y Congelados,1190.0,2614.2762645914395,-54.48,0
Caldo Sabor Verduras Maggi 12 Tabletas 120 g,Maggi,Santa Isabel,Lacteos y Congelados,1490.0,2614.2762645914395,-43.01,0
Caldo Sabor Verduras Maggi 8 Tabletas 80 g,Maggi,Santa Isabel,Lacteos y Congelados,900.0,2614.2762645914395,-65.57,0
Porotos Blancos Banquete 1 kg,Banquete,Santa Isabel,Lacteos y Congelados,3990.0,2614.2762645914395,52.62,0
Pasta Dedalito N°27 Carozzi 250 g,Carozzi,Santa Isabel,Lacteos y Congelados,690.0,2614.2762645914395,-73.61,0
Piñas en Rodajas Cuisine & Co 340 g drenado,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1890.0,2614.2762645914395,-27.7,0
Café Colombiano Cuisine & Co Intenso Tostado y Molido 250 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,9790.0,2614.2762645914395,274.48,0
Granola En Línea Almendra 320 g,En Línea,Santa Isabel,Lacteos y Congelados,2650.0,2614.2762645914395,1.37,0
Mayonesa Hellmann's Light Doypack 630 g,Hellmann's,Santa Isabel,Lacteos y Congelados,2990.0,2614.2762645914395,14.37,0
Pack 15 un. Barras Quaker Sabores Mixtos 270 g,Quaker,Santa Isabel,Lacteos y Congelados,3490.0,2614.2762645914395,33.5,0
Sopa Maggi Pollo con Sémola 68 g,Maggi,Santa Isabel,Lacteos y Congelados,630.0,2614.2762645914395,-75.9,0
Caldo en Polvo Maggi Costilla 35 g 5 Sobres de 7 g,Maggi,Santa Isabel,Lacteos y Congelados,720.0,2614.2762645914395,-72.46,0
Salsa de Tomate Maggi Tuco con Carne 980 g,Maggi,Santa Isabel,Lacteos y Congelados,5970.0,2614.2762645914395,128.36,0
Barra de Cereal Cerealbar Nuts Maní 5 un.,Costa,Santa Isabel,Lacteos y Congelados,1690.0,2614.2762645914395,-35.35,0
"Champiñones Laminados Esmeralda 230 g drenado, 400 g neto",Esmeralda,Santa Isabel,Lacteos y Congelados,2190.0,2614.2762645914395,-16.23,0
Choritos en Aceite Cuisine & Co 100 g drenado 190 g neto,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1750.0,2614.2762645914395,-33.06,0
Cereal En Línea Bolitas de Chocolate 330 g,En Línea,Santa Isabel,Lacteos y Congelados,2590.0,2614.2762645914395,-0.93,0
Gelatina Frambuesa 100 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,632.0,2614.2762645914395,-75.83,0
Porotos Negros Cuisine & Co 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,2000.0,2614.2762645914395,-23.5,0
Cereal Corn Flakes 480 g,Corn Flakes,Santa Isabel,Lacteos y Congelados,4150.0,2614.2762645914395,58.74,2
Caldo en Polvo Maggi Carne 35 g 5 Sobres de 7 g,Maggi,Santa Isabel,Lacteos y Congelados,720.0,2614.2762645914395,-72.46,0
Vinagre de Vino Blanco Traverso 500 ml,Traverso,Santa Isabel,Lacteos y Congelados,1200.0,2614.2762645914395,-54.1,0
Mermelada Watt's Frambuesa 225 g,Watt's,Santa Isabel,Lacteos y Congelados,1210.0,2614.2762645914395,-53.72,0
Café Liofilizado Cuisine & Co Descafeinado 190 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,14190.0,2614.2762645914395,442.79,1
Piñas en Trozos Cuisine & Co 340 g drenado,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1890.0,2614.2762645914395,-27.7,0
"Compota con Yogurt Vivo Break Avena, Berries y Plátano 90 g",Vivo,Santa Isabel,Lacteos y Congelados,700.0,2614.2762645914395,-73.22,0
Pasta Pantrucas N°30 Carozzi 250 g,Carozzi,Santa Isabel,Lacteos y Congelados,870.0,2614.2762645914395,-66.72,0
Crema de Leche Nestlé Tarro 236 g,Nestlé,Santa Isabel,Lacteos y Congelados,1990.0,2614.2762645914395,-23.88,0
Compota Watt's Durazno 90 g,Watt's,Santa Isabel,Lacteos y Congelados,490.0,2614.2762645914395,-81.26,0
Arvejas Verdes Partidas Cuisine & Co 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,2370.0,2614.2762645914395,-9.34,0
Sardinas en Aceite 90 g drenado,San José,Santa Isabel,Lacteos y Congelados,1360.0,2614.2762645914395,-47.98,0
"Dulce de Membrillo Watt's, 250 g",Watt's,Santa Isabel,Lacteos y Congelados,790.0,2614.2762645914395,-69.78,0
Gelatina Stevia Berries 22 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,608.0,2614.2762645914395,-76.74,0
Fideos de Arroz Exotic Food 3 mm Bolsa 250 g,Exotic Food,Santa Isabel,Lacteos y Congelados,1043.0,2614.2762645914395,-60.1,0
Endulzante Líquido Daily Tradicional 270 ml,Daily,Santa Isabel,Lacteos y Congelados,1550.0,2614.2762645914395,-40.71,0
Palmitos Máxima en Trozos 220 g drenado,Máxima,Santa Isabel,Lacteos y Congelados,1520.0,2614.2762645914395,-41.86,0
Porotos Negros Banquete 1 kg,Banquete,Santa Isabel,Lacteos y Congelados,3110.0,2614.2762645914395,18.96,0
Aceite de Pepita de Uva Chef 1 L,Chef,Santa Isabel,Lacteos y Congelados,8410.0,2614.2762645914395,221.7,2
Miel de Abejas Cuisine & Co 450 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,3490.0,2614.2762645914395,33.5,0
Cereal Vivo Line Berries 320 g,Vivo,Santa Isabel,Lacteos y Congelados,2830.0,2614.2762645914395,8.25,0
Arroz Especial Tucapel Basmati Pregraneado1 kg,Tucapel,Santa Isabel,Lacteos y Congelados,5610.0,2614.2762645914395,114.59,0
Pimienta Negra Molida 15 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,530.0,2614.2762645914395,-79.73,0
Espirales Integrales Lucchetti 400 g,Lucchetti,Santa Isabel,Lacteos y Congelados,1130.0,2614.2762645914395,-56.78,0
Dulce de Membrillo Cuisine & Co 500 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1490.0,2614.2762645914395,-43.01,0
Crema Maggi Tomates 45 g,Maggi,Santa Isabel,Lacteos y Congelados,680.0,2614.2762645914395,-73.99,0
Salsa de Tomate Pomarola Italiana 200 g,Pomarola,Santa Isabel,Lacteos y Congelados,850.0,2614.2762645914395,-67.49,2
"Atún Desmenuzado en Aceite 104 g drenado, 170 g neto",Esmeralda,Santa Isabel,Lacteos y Congelados,750.0,2614.2762645914395,-71.31,0
Té Ceylán Supremo Manzana y Canela Caja 40 g 20 un.,Supremo,Santa Isabel,Lacteos y Congelados,1790.0,2614.2762645914395,-31.53,0
Mermelada Watt's Light Damasco Sin Azúcar 200 g,Watt's,Santa Isabel,Lacteos y Congelados,1530.0,2614.2762645914395,-41.48,0
Harina Flor Collico Sin Polvos de Hornear 1 kg,Collico,Santa Isabel,Lacteos y Congelados,1510.0,2614.2762645914395,-42.24,2
Cereal Vivo Check 360 g,Vivo,Santa Isabel,Lacteos y Congelados,3290.0,2614.2762645914395,25.85,0
Caldo Sabor Carne Maggi 12 Tabletas 120 g,Maggi,Santa Isabel,Lacteos y Congelados,1490.0,2614.2762645914395,-43.01,0
"Atún Lomitos en Agua 220 g drenado, 340 g neto",Cuisine & Co,Santa Isabel,Lacteos y Congelados,2930.0,2614.2762645914395,12.08,0
Salsa de Tomate Malloa Italiana 200 g,Malloa,Santa Isabel,Lacteos y Congelados,890.0,2614.2762645914395,-65.96,2
Leche Condensada 397 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1790.0,2614.2762645914395,-31.53,0
Té Ceylán Canela Supremo Aromatizado Caja 40 g 20 un.,Supremo,Santa Isabel,Lacteos y Congelados,1390.0,2614.2762645914395,-46.83,0
Hierbita 8 Hierbas Supremo Caja 20 g 20 un.,Supremo,Santa Isabel,Lacteos y Congelados,1190.0,2614.2762645914395,-54.48,0
Crema de Leche Parmalat 200 g,Parmalat,Santa Isabel,Lacteos y Congelados,1000.0,2614.2762645914395,-61.75,2
Clavos de Olor Enteros Gourmet Sobre 5 g,Gourmet,Santa Isabel,Lacteos y Congelados,550.0,2614.2762645914395,-78.96,0
Crema de Leche Cuisine & Co 1 L,Cuisine & Co,Santa Isabel,Lacteos y Congelados,4790.0,2614.2762645914395,83.22,0
Cabellitos Lucchetti 400 g,Lucchetti,Santa Isabel,Lacteos y Congelados,1050.0,2614.2762645914395,-59.84,0
Almidón de Maíz Caja 250 g,Maizena,Santa Isabel,Lacteos y Congelados,3420.0,2614.2762645914395,30.82,2
Té Negro Original 100 Bolsas,Té Club,Santa Isabel,Lacteos y Congelados,2550.0,2614.2762645914395,-2.46,2
Puré de Tomate Mutti 400 g,Mutti,Santa Isabel,Lacteos y Congelados,2093.0,2614.2762645914395,-19.94,2
Kétchup Heinz Regular Doypack 190 g,Heinz,Santa Isabel,Lacteos y Congelados,1150.0,2614.2762645914395,-56.01,0
Nidos de Fetuccini Talliani Al Huevo 400 g,Talliani,Santa Isabel,Lacteos y Congelados,2030.0,2614.2762645914395,-22.35,0
Mermelada Watt's Alcayota 225 g,Watt's,Santa Isabel,Lacteos y Congelados,1210.0,2614.2762645914395,-53.72,0
Puré de Tomate Passata La Molisana 690 g,La Molisana,Santa Isabel,Lacteos y Congelados,2890.0,2614.2762645914395,10.55,2
Barra de Proteína Wild Protein Chocolate 45 g 5 un.,The Wild Foods,Santa Isabel,Lacteos y Congelados,4990.0,2614.2762645914395,90.88,0
Té Ceylán Supremo Express Caja 200 g 100 un.,Supremo,Santa Isabel,Lacteos y Congelados,3290.0,2614.2762645914395,25.85,0
Dulce de Membrillo Cuisine & Co 250 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,820.0,2614.2762645914395,-68.63,0
Ravioli Carozzi Ricotta Espinaca 400 g,Carozzi,Santa Isabel,Lacteos y Congelados,2290.0,2614.2762645914395,-12.4,0
Choritos Al Natural Cuisine & Co 100 g drenado 190 g neto,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1750.0,2614.2762645914395,-33.06,0
Aceite de Oliva Cuisine & Co Extra Virgen 1 L,Cuisine & Co,Santa Isabel,Lacteos y Congelados,14990.0,2614.2762645914395,473.39,1
"Arvejas Cuisine & Co 170 g drenado, 310 g neto",Cuisine & Co,Santa Isabel,Lacteos y Congelados,840.0,2614.2762645914395,-67.87,0
Crema Nestlé Sin Lactosa 200 ml,Nestlé,Santa Isabel,Lacteos y Congelados,1450.0,2614.2762645914395,-44.54,0
Mayonesa Cuisine & Co American Dream Americana 394 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,4190.0,2614.2762645914395,60.27,0
Compota Watt's Pera 90 g,Watt's,Santa Isabel,Lacteos y Congelados,490.0,2614.2762645914395,-81.26,0
Avena Quaker Tradicional 700 g,Quaker,Santa Isabel,Lacteos y Congelados,2630.0,2614.2762645914395,0.6,0
Café Instantáneo Nescafé Tradición Tarro 310 g,Nescafé,Santa Isabel,Lacteos y Congelados,16110.0,2614.2762645914395,516.23,1
Café Molido Daroma Forte 250 g,Daroma,Santa Isabel,Lacteos y Congelados,5610.0,2614.2762645914395,114.59,2
Café Molido Haiti Super Moka 3 Bolsa 250 g,Haiti,Santa Isabel,Lacteos y Congelados,5400.0,2614.2762645914395,106.56,2
Azúcar Rubia Cuisine & Co 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,2360.0,2614.2762645914395,-9.73,0
"Porotos Negros Cuisine & Co 230 g drenado, 390 g neto",Cuisine & Co,Santa Isabel,Lacteos y Congelados,950.0,2614.2762645914395,-63.66,0
Cereal Máxima Estrellas 500 g,Máxima,Santa Isabel,Lacteos y Congelados,1430.0,2614.2762645914395,-45.3,0
Mostaza Heinz Clásica Regular Doypack 200 g,Heinz,Santa Isabel,Lacteos y Congelados,1820.0,2614.2762645914395,-30.38,0
Barra de Cereal Cerealbar Frutos Rojos + Yogurt 21 g 8 un.,Costa,Santa Isabel,Lacteos y Congelados,1920.0,2614.2762645914395,-26.56,0
Café Grano Molido Monterrey 230 g,Monterrey,Santa Isabel,Lacteos y Congelados,4490.0,2614.2762645914395,71.75,2
Arroz Pregraneado Cuisine & Co 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1890.0,2614.2762645914395,-27.7,0
Barra de Cereal En Línea Chocolate 15 g 6 un.,En Línea,Santa Isabel,Lacteos y Congelados,1790.0,2614.2762645914395,-31.53,0
Arroz Grado 1 Tucapel Pregraneado Grano Largo 1 kg,Tucapel,Santa Isabel,Lacteos y Congelados,2490.0,2614.2762645914395,-4.75,0
Té Negro Ceylon Dilmah Premium 100 un.,Dilmah,Santa Isabel,Lacteos y Congelados,5990.0,2614.2762645914395,129.13,2
Cereal Chocapic Sin Azúcar 350 g,Chocapic,Santa Isabel,Lacteos y Congelados,3690.0,2614.2762645914395,41.15,0
Puré de Tomate Mutti Passata 700 g,Mutti,Santa Isabel,Lacteos y Congelados,3143.0,2614.2762645914395,20.22,2
Caldo en Polvo Maggi Verduras 35 g 5 Sobres de 7 g,Maggi,Santa Isabel,Lacteos y Congelados,720.0,2614.2762645914395,-72.46,0
Mermelada Máxima Frutilla 250 g,Máxima,Santa Isabel,Lacteos y Congelados,580.0,2614.2762645914395,-77.81,0
Cereal Cola Cao Pillows 720 g,Cola Cao,Santa Isabel,Lacteos y Congelados,5690.0,2614.2762645914395,117.65,0
Granola Vivo Miel & Almendras 330 g,Vivo,Santa Isabel,Lacteos y Congelados,2190.0,2614.2762645914395,-16.23,0
Arroz Grado 1 Cuisine & Co Grano Largo y Ancho 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1690.0,2614.2762645914395,-35.35,0
Aceite de Oliva Talliani Tradizione 1 L,Talliani,Santa Isabel,Lacteos y Congelados,14390.0,2614.2762645914395,450.44,1
Vinagre de Manzana 500 ml,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1590.0,2614.2762645914395,-39.18,0
Cereal Kellogg's Corn Flakes 410 g,Kellogg's,Santa Isabel,Lacteos y Congelados,4670.0,2614.2762645914395,78.63,2
Lentejas 6 mm Iansa Agro 1 kg,Iansa Agro,Santa Isabel,Lacteos y Congelados,2890.0,2614.2762645914395,10.55,0
Mostaza JB 900 g,JB,Santa Isabel,Lacteos y Congelados,1920.0,2614.2762645914395,-26.56,0
Caracoles Talliani 400 g,Talliani,Santa Isabel,Lacteos y Congelados,1000.0,2614.2762645914395,-61.75,0
Ají Color Cuisine & Co 100 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,990.0,2614.2762645914395,-62.13,0
Avena Instantánea Cuisine & Co 750 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1990.0,2614.2762645914395,-23.88,0
Té Negro Lipton Yellow Label 100 un.,Lipton,Santa Isabel,Lacteos y Congelados,4790.0,2614.2762645914395,83.22,2
"Atún Lomitos en Agua 104 g drenado, 160 g neto",Angelmo,Santa Isabel,Lacteos y Congelados,1550.0,2614.2762645914395,-40.71,2
"Barra Proteína Wild Protein Chocolate Maní 5 un. 45 g, 225 g neto",The Wild Foods,Santa Isabel,Lacteos y Congelados,4990.0,2614.2762645914395,90.88,0
Cereal Natur Trigo 20 g,Natur,Santa Isabel,Lacteos y Congelados,440.0,2614.2762645914395,-83.17,0
Ajo en Polvo Cuisine & Co 15 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,260.0,2614.2762645914395,-90.05,0
Caldo en Polvo Maggi Gallina 35 g 5 Sobres de 7 g,Maggi,Santa Isabel,Lacteos y Congelados,720.0,2614.2762645914395,-72.46,0
Mermelada Máxima Durazno 250 g,Máxima,Santa Isabel,Lacteos y Congelados,580.0,2614.2762645914395,-77.81,0
Compota Plátano y Yogurt 90 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,580.0,2614.2762645914395,-77.81,0
Salsa de Tomate Carozzi Toscana Al Pesto 200 g,Carozzi,Santa Isabel,Lacteos y Congelados,960.0,2614.2762645914395,-63.28,0
Sémola Carozzi 500 g,Carozzi,Santa Isabel,Lacteos y Congelados,1630.0,2614.2762645914395,-37.65,0
Laurel en Hojas 5 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,490.0,2614.2762645914395,-81.26,0
Compota Pera Manzana 90 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,470.0,2614.2762645914395,-82.02,0
"Atún Desmenuzado en Agua 104 g drenado, 170 g neto",Esmeralda,Santa Isabel,Lacteos y Congelados,750.0,2614.2762645914395,-71.31,0
Salsa de Tomate Heinz Natural Doypack 200 g,Heinz,Santa Isabel,Lacteos y Congelados,920.0,2614.2762645914395,-64.81,0
"Granola Quaker Avena, Miel y Almendras 320 g",Quaker,Santa Isabel,Lacteos y Congelados,2590.0,2614.2762645914395,-0.93,0
Choritos Al Natural Bajo en Sodio 100 g drenado,Robinson Crusoe,Santa Isabel,Lacteos y Congelados,1690.0,2614.2762645914395,-35.35,0
Cereal Pillows Chocolate 350 g,Pillows,Santa Isabel,Lacteos y Congelados,2890.0,2614.2762645914395,10.55,2
Café Gold Premier Clásico Frasco 170 g,Gold,Santa Isabel,Lacteos y Congelados,6890.0,2614.2762645914395,163.55,0
Polvo de Hornear Imperial 100 g,Imperial,Santa Isabel,Lacteos y Congelados,890.0,2614.2762645914395,-65.96,2
Mermelada Máxima Mora 250 g,Máxima,Santa Isabel,Lacteos y Congelados,580.0,2614.2762645914395,-77.81,0
Canela Molida Cuisine & Co 15 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,470.0,2614.2762645914395,-82.02,0
Gelatina Caricia Frutilla 50 g,Caricia,Santa Isabel,Lacteos y Congelados,880.0,2614.2762645914395,-66.34,2
Salsa de Tomate Pomarola Casera 200 g,Pomarola,Santa Isabel,Lacteos y Congelados,960.0,2614.2762645914395,-63.28,2
Café Grano Molido Monterrey Moka 230 g,Monterrey,Santa Isabel,Lacteos y Congelados,4490.0,2614.2762645914395,71.75,2
Sucedáneo Jugo Limón Traverso 500 ml,Traverso,Santa Isabel,Lacteos y Congelados,1200.0,2614.2762645914395,-54.1,0
Aceite de Oliva Extra Virgen 1 L,Olivo de Plata,Santa Isabel,Lacteos y Congelados,16490.0,2614.2762645914395,530.77,1
Café Descafeinado Nescafé Decaf Tarro 170 g,Nescafé,Santa Isabel,Lacteos y Congelados,8490.0,2614.2762645914395,224.76,0
Pasta Rigatoni N°48 Carozzi 400 g,Carozzi,Santa Isabel,Lacteos y Congelados,790.0,2614.2762645914395,-69.78,0
Pasta Fettuccini N°88 Trattoria 400 g,Trattoria,Santa Isabel,Lacteos y Congelados,1190.0,2614.2762645914395,-54.48,2
Compota Watt's Multifruta 90 g,Watt's,Santa Isabel,Lacteos y Congelados,490.0,2614.2762645914395,-81.26,0
Arroz Grado 2 Cuisine & Co Grano Largo y Ancho 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1690.0,2614.2762645914395,-35.35,0
Café Gold Descafeinado 170 g,Gold,Santa Isabel,Lacteos y Congelados,5450.0,2614.2762645914395,108.47,0
Surtido de Mariscos 200 g drenado,Robinson Crusoe,Santa Isabel,Lacteos y Congelados,3590.0,2614.2762645914395,37.32,0
Levadura Seca Collico 125 g,Collico,Santa Isabel,Lacteos y Congelados,2280.0,2614.2762645914395,-12.79,2
Puré de Papas Hoffmann 250 g,Hoffmann,Santa Isabel,Lacteos y Congelados,1990.0,2614.2762645914395,-23.88,2
Pasta Tallarín N°87 Carozzi Espinaca 400 g,Carozzi,Santa Isabel,Lacteos y Congelados,1170.0,2614.2762645914395,-55.25,0
Cereal Vivo Check Cacao 360 g,Vivo,Santa Isabel,Lacteos y Congelados,3290.0,2614.2762645914395,25.85,0
Cabellos de Ángel Vitaminizado 400 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,790.0,2614.2762645914395,-69.78,0
Pack 6 un. Salsa de Tomate Heinz Italiana Bolsa 1200 g,Heinz,Santa Isabel,Lacteos y Congelados,3390.0,2614.2762645914395,29.67,0
Sucedáneo de Limón 500 ml,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1080.0,2614.2762645914395,-58.69,0
"Compota Plátano, Arándano y Avena 90 g",Cuisine & Co,Santa Isabel,Lacteos y Congelados,580.0,2614.2762645914395,-77.81,0
Mayonesa Hellmann's Regular 700 g,Hellmann's,Santa Isabel,Lacteos y Congelados,3890.0,2614.2762645914395,48.8,0
Aceite de Oliva Huasco Extra Virgen 2 L,Huasco,Santa Isabel,Lacteos y Congelados,25990.0,2614.2762645914395,894.16,1
Aceite de Oliva Montecristo Extra Virgen 500 ml,Montecristo,Santa Isabel,Lacteos y Congelados,6390.0,2614.2762645914395,144.43,2
Aceite de Maravilla Miraflores 900 ml,Miraflores,Santa Isabel,Lacteos y Congelados,3150.0,2614.2762645914395,20.49,0
Tallarín N°78 Lucchetti 400 g,Lucchetti,Santa Isabel,Lacteos y Congelados,1050.0,2614.2762645914395,-59.84,0
Farfalle Talliani Corbatas 400 g,Talliani,Santa Isabel,Lacteos y Congelados,1000.0,2614.2762645914395,-61.75,0
Té Lipton Royal 100 un.,Lipton,Santa Isabel,Lacteos y Congelados,7440.0,2614.2762645914395,184.59,2
Bebida Base de Cebada Ecco Instantáneo 170 g,Ecco,Santa Isabel,Lacteos y Congelados,3630.0,2614.2762645914395,38.85,2
Café Instantáneo Cuisine & Co 150 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,4440.0,2614.2762645914395,69.84,0
Puré de Papas Instantáneo Cuisine & Co 250 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,2610.0,2614.2762645914395,-0.16,0
"Barra de Cereal Cerealbar Chips Chocolate 8 un. 21 g, 168 g neto",Costa,Santa Isabel,Lacteos y Congelados,1920.0,2614.2762645914395,-26.56,0
Café Liofilizado Marley Coffee Wake Up & Live 100 g,Marley Coffee,Santa Isabel,Lacteos y Congelados,7590.0,2614.2762645914395,190.33,2
Compota Manzana 90 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,470.0,2614.2762645914395,-82.02,0
Compota Vivo Mifrut Durazno 90 g,Vivo,Santa Isabel,Lacteos y Congelados,520.0,2614.2762645914395,-80.11,0
Bicarbonato Cuisine & Co 100 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,550.0,2614.2762645914395,-78.96,0
Azúcar Flor Iansa 500 g,Iansa,Santa Isabel,Lacteos y Congelados,990.0,2614.2762645914395,-62.13,0
Granola Vivo Berries 330 g,Vivo,Santa Isabel,Lacteos y Congelados,2190.0,2614.2762645914395,-16.23,0
Lentejas 6 mm Máxima 1 kg,Máxima,Santa Isabel,Lacteos y Congelados,2890.0,2614.2762645914395,10.55,0
Lasaña Precocida Lucchetti 200 g,Lucchetti,Santa Isabel,Lacteos y Congelados,1090.0,2614.2762645914395,-58.31,0
Tallarín N°77 Talliani 400 g,Talliani,Santa Isabel,Lacteos y Congelados,1000.0,2614.2762645914395,-61.75,0
Harina Integral 1 kg,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1490.0,2614.2762645914395,-43.01,0
Mermelada Watt's Damasco 225 g,Watt's,Santa Isabel,Lacteos y Congelados,1210.0,2614.2762645914395,-53.72,0
Pasta Spaghetti Carozzi Integral 400 g,Carozzi,Santa Isabel,Lacteos y Congelados,950.0,2614.2762645914395,-63.66,0
Sémola 100% Trigo Lucchetti 250 g,Lucchetti,Santa Isabel,Lacteos y Congelados,770.0,2614.2762645914395,-70.55,0
Compota Watt's Manzana 90 g,Watt's,Santa Isabel,Lacteos y Congelados,490.0,2614.2762645914395,-81.26,0
Mostaza Cuisine & Co 500 g,Cuisine & Co,Santa Isabel,Lacteos y Congelados,1520.0,2614.2762645914395,-41.86,0
Café Liofilizado Cruzeiro 170 g,Cruzeiro,Santa Isabel,Lacteos y Congelados,8590.0,2614.2762645914395,228.58,2
