nombre_producto,marca,supermercado,categoria,precio,precio_promedio_cat,dif_porcentual_promedio,prediction
Salsa Deshidratada Maggi Blanca 36 g,Maggi,Santa Isabel,Despensa,860.0,3695.8256532066507,-76.73,0
Aliño Completo Sobre 15 g,Gourmet,Santa Isabel,Despensa,320.0,3695.8256532066507,-91.34,0
Arroz Preparado Miraflores Curry 175 g,Miraflores,Santa Isabel,Despensa,1150.0,3695.8256532066507,-68.88,0
Pack 2 un. Mayonesa Kraft Real Mayo Regular 1.58 kg,Kraft,Santa Isabel,Despensa,12490.0,3695.8256532066507,237.95,0
Vinagre Manzana Traverso 1 L,Traverso,Santa Isabel,Despensa,4150.0,3695.8256532066507,12.29,0
Caldo de Carne 80 g,Cuisine & Co,Santa Isabel,Despensa,970.0,3695.8256532066507,-73.75,0
Té Matcha Latte Krüger Coco 25 g 10 un.,Kruger,Santa Isabel,Despensa,3890.0,3695.8256532066507,5.25,2
Crema de Avellanas Cuisine & Co Dúo 350 g,Cuisine & Co,Santa Isabel,Despensa,3290.0,3695.8256532066507,-10.98,0
Lentejas Iansa Agro Listas 390 g,Iansa Agro,Santa Isabel,Despensa,1450.0,3695.8256532066507,-60.77,0
Cereal Chocapic Receta Original 390 g,Chocapic,Santa Isabel,Despensa,3490.0,3695.8256532066507,-5.57,0
Cereal Milo 390 g,Milo,Santa Isabel,Despensa,3490.0,3695.8256532066507,-5.57,0
Ají Crema Don Juan Chile 900 g,Don Juan,Santa Isabel,Despensa,2070.0,3695.8256532066507,-43.99,0
Polenta Italina Martini 500 g,Martini,Santa Isabel,Despensa,1240.0,3695.8256532066507,-66.45,0
Pimienta Negra Gourmet Molida Gruesa Sobre 15 g,Gourmet,Santa Isabel,Despensa,700.0,3695.8256532066507,-81.06,0
"Barra Proteína Vegana Wild Protein Chocolate Bitter 5 un. 45 g, 225 g neto",The Wild Foods,Santa Isabel,Despensa,4990.0,3695.8256532066507,35.02,0
"Duraznos en Conserva Dos Caballos Lata 340 g drenado, 590 g neto",Dos Caballos,Santa Isabel,Despensa,2550.0,3695.8256532066507,-31.0,2
Jurel en Salsa de Tomate 300 g drenado,Cuisine & Co,Santa Isabel,Despensa,2180.0,3695.8256532066507,-41.01,0
Azúcar Cuisine & Co 5 kg,Cuisine & Co,Santa Isabel,Despensa,4950.0,3695.8256532066507,33.93,0
Base para Preparar Gourmet Hamburguesas 90 g,Gourmet,Santa Isabel,Despensa,860.0,3695.8256532066507,-76.73,0
"Pack 3 un. Atún Lomitos en Aceite 52 g drenado, 65 g neto",Robinson Crusoe,Santa Isabel,Despensa,3690.0,3695.8256532066507,-0.16,0
Sopa Caracolitos 76 g,Cuisine & Co,Santa Isabel,Despensa,540.0,3695.8256532066507,-85.39,0
Café Helado Nescafé Latte 240 cc,Nescafé,Santa Isabel,Despensa,1790.0,3695.8256532066507,-51.57,0
Fideos Espiral Proteínas Carozzi 350 g,Carozzi,Santa Isabel,Despensa,1190.0,3695.8256532066507,-67.8,0
Ají Chileno JB Botella 240 g,JB,Santa Isabel,Despensa,1610.0,3695.8256532066507,-56.44,0
Pasta Fetuccine La Molisana 500 g,La Molisana,Santa Isabel,Despensa,1294.0,3695.8256532066507,-64.99,2
Cereal Vivo Line Yogurt 350 g,Vivo,Santa Isabel,Despensa,2850.0,3695.8256532066507,-22.89,0
Semilla de Linaza Mi Tierra Bolsa 200 g,Mi Tierra,Santa Isabel,Despensa,1390.0,3695.8256532066507,-62.39,2
Merkén Cuisine & Co 15 g,Cuisine & Co,Santa Isabel,Despensa,410.0,3695.8256532066507,-88.91,0
Corbatas Vitaminizadas 400 g,Cuisine & Co,Santa Isabel,Despensa,790.0,3695.8256532066507,-78.62,0
Vinagre Manzana Sin Filtrar Traverso 500 ml,Traverso,Santa Isabel,Despensa,4290.0,3695.8256532066507,16.08,0
Salsa para Postres Gourmet Caramelo 300 g,Gourmet,Santa Isabel,Despensa,2130.0,3695.8256532066507,-42.37,0
Aji Chileno Cuisine & Co Doypack 500 g,Cuisine & Co,Santa Isabel,Despensa,1520.0,3695.8256532066507,-58.87,0
Crema de Tomates Gourmet Al Parmesano Sobre 53 g,Gourmet,Santa Isabel,Despensa,750.0,3695.8256532066507,-79.71,0
Pasta Mascarroni N°45 Carozzi 400 g,Carozzi,Santa Isabel,Despensa,790.0,3695.8256532066507,-78.62,0
Sal de Mar Fina Cuisine & Co 800 g,Cuisine & Co,Santa Isabel,Despensa,1490.0,3695.8256532066507,-59.68,0
Sopa Costilla Fideos 60 g,Cuisine & Co,Santa Isabel,Despensa,540.0,3695.8256532066507,-85.39,0
Harina Mont Blanc Sin Polvos de Hornear 5 kg,Mont Blanc,Santa Isabel,Despensa,6630.0,3695.8256532066507,79.39,2
Choritos Al Natural Angelmo 213 g drenado,Angelmo,Santa Isabel,Despensa,2120.0,3695.8256532066507,-42.64,2
Duraznos Mitades 230 g drenado,Cuisine & Co,Santa Isabel,Despensa,1360.0,3695.8256532066507,-63.2,0
Aceite de Oliva Olave Premium Extra Virgen 1 L,Olave,Santa Isabel,Despensa,15890.0,3695.8256532066507,329.94,2
Salsa BBQ Cuisine & Co American Dream Original 510 g,Cuisine & Co,Santa Isabel,Despensa,3430.0,3695.8256532066507,-7.19,0
Chorito Al Natural San José Bajo en Sodio 190 g neto,San José,Santa Isabel,Despensa,1970.0,3695.8256532066507,-46.7,0
Crema Chantilly Soprole 250 g,Soprole,Santa Isabel,Despensa,4840.0,3695.8256532066507,30.96,0
"Barra Proteína Wild Protein Lemon Pie 5 un. 45 g, 225 g neto",The Wild Foods,Santa Isabel,Despensa,4990.0,3695.8256532066507,35.02,0
Flan Ambrosoli Chocolate 90 g,Ambrosoli,Santa Isabel,Despensa,1280.0,3695.8256532066507,-65.37,0
Caldo Verduras 80 g,Cuisine & Co,Santa Isabel,Despensa,970.0,3695.8256532066507,-73.75,0
Ajo en Polvo Carmencita Basic 40 g,Carmencita,Santa Isabel,Despensa,1890.0,3695.8256532066507,-48.86,2
Palmitos Cuisine & Co Corte Cabello de Ángel 400 g,Cuisine & Co,Santa Isabel,Despensa,1990.0,3695.8256532066507,-46.16,0
Papel de Arroz Exotic Food Caja 100 g,Exotic Food,Santa Isabel,Despensa,1043.0,3695.8256532066507,-71.78,0
Avena Quaker Multisemillas 600 g,Quaker,Santa Isabel,Despensa,3730.0,3695.8256532066507,0.92,0
Sopa Maggi Sabor Carne con Fideos 60 g,Maggi,Santa Isabel,Despensa,600.0,3695.8256532066507,-83.77,0
Sopa Naturezza Casera Pantrucas 110 g,Naturezza,Santa Isabel,Despensa,1170.0,3695.8256532066507,-68.34,2
Preparado Panificable 700 g,No+Gluten,Santa Isabel,Despensa,6960.0,3695.8256532066507,88.32,2
Cereal Mono Crunch Rolls 360 g,Costa,Santa Isabel,Despensa,3940.0,3695.8256532066507,6.61,0
Leche Condensada Nestlé Sin Lactosa Tarro 397 g,Nestlé,Santa Isabel,Despensa,3110.0,3695.8256532066507,-15.85,0
Gelatina Livean Sin Azúcar Naranja 20 g,Livean,Santa Isabel,Despensa,820.0,3695.8256532066507,-77.81,0
Puré de Papas Instantáneo Alcafood Tradicional 250 g,Alcafood,Santa Isabel,Despensa,2130.0,3695.8256532066507,-42.37,2
Tajín Clásico 142 g,Tajín,Santa Isabel,Despensa,4690.0,3695.8256532066507,26.9,2
Mostacholi Noglut Sin Gluten 250 g,NoGlut,Santa Isabel,Despensa,1970.0,3695.8256532066507,-46.7,2
Salsa de Tomate Cuisine & Co Boloñesa 200 g,Cuisine & Co,Santa Isabel,Despensa,830.0,3695.8256532066507,-77.54,0
Crema de Cacao Krüger con Avellanas 400 g,Krüger,Santa Isabel,Despensa,4790.0,3695.8256532066507,29.61,2
Mantequilla de Maní American Classic Crocante 510 g,American Classic,Santa Isabel,Despensa,2590.0,3695.8256532066507,-29.92,2
Arroz Grado 1 Iansa Agro Gran Selección 1 kg,Iansa Agro,Santa Isabel,Despensa,2290.0,3695.8256532066507,-38.04,0
Cereal Milo 30 g,Milo,Santa Isabel,Despensa,640.0,3695.8256532066507,-82.68,0
Salsa de Champiñones Gourmet Sobre 30 g,Gourmet,Santa Isabel,Despensa,840.0,3695.8256532066507,-77.27,0
Stevia Sucralosa Cuisine & Co Líquida 400 ml,Cuisine & Co,Santa Isabel,Despensa,4030.0,3695.8256532066507,9.04,0
Arrollado Primavera Cuisine & Co 400 g,Cuisine & Co,Santa Isabel,Despensa,3990.0,3695.8256532066507,7.96,0
Barra de Cereal En Línea Manzana 15 g 6 un.,En Línea,Santa Isabel,Despensa,1790.0,3695.8256532066507,-51.57,0
Yerba Mate Taragüi con Palo 500 g,Taragüi,Santa Isabel,Despensa,3530.0,3695.8256532066507,-4.49,2
Ají Color Cuisine & Co 15 g,Cuisine & Co,Santa Isabel,Despensa,260.0,3695.8256532066507,-92.97,0
Kétchup Heinz Regular Squeeze 397 g,Heinz,Santa Isabel,Despensa,4050.0,3695.8256532066507,9.58,0
Kétchup Cuisine & Co 500 g,Cuisine & Co,Santa Isabel,Despensa,1990.0,3695.8256532066507,-46.16,0
Fideos Instantáneos Traverso Sachet Pollo 85 g,Traverso,Santa Isabel,Despensa,630.0,3695.8256532066507,-82.95,0
Fusilli Vivo Sin Gluten 400 g,Vivo,Santa Isabel,Despensa,3530.0,3695.8256532066507,-4.49,0
Salsa Tártara Don Juan 250 g,Don Juan,Santa Isabel,Despensa,1350.0,3695.8256532066507,-63.47,0
Pack 6 un. Crema de Leche Light 200 ml,Cuisine & Co,Santa Isabel,Despensa,7500.0,3695.8256532066507,102.93,0
Ajo en Polvo Gourmet 100 g,Gourmet,Santa Isabel,Despensa,1610.0,3695.8256532066507,-56.44,0
Mayonesa Kraft MayoDeli Doypack 650 g,Kraft,Santa Isabel,Despensa,2290.0,3695.8256532066507,-38.04,0
Habas Wasil 190 g drenado,Wasil,Santa Isabel,Despensa,2550.0,3695.8256532066507,-31.0,0
Surtido de Mariscos Cuisine & Co en Aceite 100 g drenado,Cuisine & Co,Santa Isabel,Despensa,1890.0,3695.8256532066507,-48.86,0
"Albóndigas de Atún en Salsa de Tomate Cuisine & Co 104 g drenado, 160 g neto",Cuisine & Co,Santa Isabel,Despensa,2650.0,3695.8256532066507,-28.3,0
Té Negro Lipton Naranja Caja Pirámide,Lipton,Santa Isabel,Despensa,2990.0,3695.8256532066507,-19.1,2
Kétchup Máxima 240 g,Máxima,Santa Isabel,Despensa,770.0,3695.8256532066507,-79.17,0
Harina Sin Polvos de Hornear 3 kg,Cuisine & Co,Santa Isabel,Despensa,3890.0,3695.8256532066507,5.25,0
Gelatina Stevia Durazno 22 g,Cuisine & Co,Santa Isabel,Despensa,608.0,3695.8256532066507,-83.55,0
Pickles nuestra cocina 400 g,NUESTRA COCINA,Unimarc,Despensa,1550.0,3695.8256532066507,-58.06,0
Base maggi lomo saltado 26 g,MAGGI,Unimarc,Despensa,1090.0,3695.8256532066507,-70.51,0
Sal fina nuestra cocina salero 500 g,NUESTRA COCINA,Unimarc,Despensa,1250.0,3695.8256532066507,-66.18,0
Arroz preparado miraflores campesino 210 g,MIRAFLORES,Unimarc,Despensa,1190.0,3695.8256532066507,-67.8,0
Puri ramitas purisnacks garbanzos queso 125 g,PURISNACKS,Unimarc,Despensa,2650.0,3695.8256532066507,-28.3,0
Aceitunas verdes nucete rellenas con pimentón frasco 330 g,NUCETE,Unimarc,Despensa,3450.0,3695.8256532066507,-6.65,2
Semilla de zapallo granel 200 g,FRUTOS SECOS GRANEL,Unimarc,Despensa,2728.0,3695.8256532066507,-26.19,2
Salsa de tomate malloa italiana 200 g,MALLOA,Unimarc,Despensa,890.0,3695.8256532066507,-75.92,2
Porotos negros esmeralda lata 400 g neto - 240 g drenado,ESMERALDA,Unimarc,Despensa,1350.0,3695.8256532066507,-63.47,0
Chuchoca molida dimme 500 g,DIMME,Unimarc,Despensa,2690.0,3695.8256532066507,-27.22,2
Ramitas evercrisp sabor queso mantecoso 40 g,EVERCRISP,Unimarc,Despensa,590.0,3695.8256532066507,-84.04,0
Endulzante líquido brota natural stevia 100 ml,BROTA,Unimarc,Despensa,6990.0,3695.8256532066507,89.13,2
Chucrut sauerkraut la fermentista verdes vivos frasco 400 g,LA FERMENTISTA,Unimarc,Despensa,6290.0,3695.8256532066507,70.19,2
Caldo en polvo nuestra cocina pollo 6 un de 8 g,NUESTRA COCINA,Unimarc,Despensa,690.0,3695.8256532066507,-81.33,0
Ketchup vintage traverso doypack 250gr,TRAVERSO,Unimarc,Despensa,1190.0,3695.8256532066507,-67.8,0
Aceite vegetal belmont 5 l,BELMONT,Unimarc,Despensa,16290.0,3695.8256532066507,340.77,2
Doritos evercrisp sabor queso tamaño l bolsa 150 g,EVERCRISP,Unimarc,Despensa,1590.0,3695.8256532066507,-56.98,0
Fideos instant?neos maruchan camar?n pote 64 g,MARUCHAN,Unimarc,Despensa,1390.0,3695.8256532066507,-62.39,0
Poroto negro banquete 1 kg,BANQUETE,Unimarc,Despensa,3190.0,3695.8256532066507,-13.69,0
Cerezas perelló marrasquino rojas frasco 250 g neto - 140 g drenado,PERELLO,Unimarc,Despensa,2990.0,3695.8256532066507,-19.1,2
Papas fritas kryzpo wavy sal de mar lata 110 g,KRYZPO,Unimarc,Despensa,2290.0,3695.8256532066507,-38.04,0
Palmitos en rodajas esmeralda lata 400 g neto - 220 g drenado,ESMERALDA,Unimarc,Despensa,2790.0,3695.8256532066507,-24.51,0
Aceitunas huasco nuestra cocina bolsa 340 g,NUESTRA COCINA,Unimarc,Despensa,1650.0,3695.8256532066507,-55.36,0
Mix frutisa trail 70 g,FRUTISA,Unimarc,Despensa,1590.0,3695.8256532066507,-56.98,2
Choclitos cocktail esmeralda lata 425 g neto - 230 g drenado,ESMERALDA,Unimarc,Despensa,2950.0,3695.8256532066507,-20.18,0
Pepinillo picante stollenwerk ving 1.55 kg,STOLLENWERK,Unimarc,Despensa,6550.0,3695.8256532066507,77.23,2
Crunchy garbanzos sabor queso puri 140 g,PURISNACKS,Unimarc,Despensa,2990.0,3695.8256532066507,-19.1,0
Papaya andina giada frasco 580 g neto - 300 g drenado,GIADA,Unimarc,Despensa,6950.0,3695.8256532066507,88.05,2
Flan vivo chocolate con caramelo 90 g,VIVO,Unimarc,Despensa,1150.0,3695.8256532066507,-68.88,0
Pasta espirales lucchetti integral 400 g,LUCCHETTI,Unimarc,Despensa,1350.0,3695.8256532066507,-63.47,0
Porotos rojos iansa agro listos 390 g neto - 390 g drenado,IANSA AGRO,Unimarc,Despensa,1690.0,3695.8256532066507,-54.27,0
Frutillas esmeralda lata 410 g neto - 160 g drenado,ESMERALDA,Unimarc,Despensa,2690.0,3695.8256532066507,-27.22,0
Harina tostada oso 500 g,OSO,Unimarc,Despensa,1490.0,3695.8256532066507,-59.68,2
Proteína vegetal de soya la fuente natural 300 g,LA FUENTE NATURAL,Unimarc,Despensa,3590.0,3695.8256532066507,-2.86,2
Aceite de oliva extra virgen huasco 2lt,HUASCO,Unimarc,Despensa,26850.0,3695.8256532066507,626.5,1
Maní sin sal evercrisp 140 g,EVERCRISP,Unimarc,Despensa,1290.0,3695.8256532066507,-65.1,0
Sal rosada del himalaya lobos fina doypack 800 g,LOBOS,Unimarc,Despensa,3790.0,3695.8256532066507,2.55,0
Choclos wasil tetra 340 g neto - 190 g drenado,WASIL,Unimarc,Despensa,1650.0,3695.8256532066507,-55.36,0
Salsa teriyaki gourmet 165 ml,GOURMET,Unimarc,Despensa,3750.0,3695.8256532066507,1.47,0
Charqui de carne equina sembrasol 36 gr,SEMBRASOL,Unimarc,Despensa,4190.0,3695.8256532066507,13.37,2
Maní japonés de la rosa kazai 400 g,KAZAI,Unimarc,Despensa,4750.0,3695.8256532066507,28.52,2
Duraznos en cubitos esmeralda lata 425 g neto - 235 g drenado,ESMERALDA,Unimarc,Despensa,1990.0,3695.8256532066507,-46.16,0
Aceto balsámico kardamili 500 ml,KARDAMILI,Unimarc,Despensa,4690.0,3695.8256532066507,26.9,2
Piñas en trocitos esmeralda lata 565 g neto - 340 g drenado,ESMERALDA,Unimarc,Despensa,2250.0,3695.8256532066507,-39.12,0
Caldo de huesos vacuno manada pote 200 ml,MANADA,Unimarc,Despensa,3490.0,3695.8256532066507,-5.57,2
Pepinillos nuestra cocina 200 gr neto - 400 gr drenado,NUESTRA COCINA,Unimarc,Despensa,1390.0,3695.8256532066507,-62.39,0
Maní con pasas nuestra cocina 180 g,NUESTRA COCINA,Unimarc,Despensa,1190.0,3695.8256532066507,-67.8,0
Salsa barbecue vintage traverso doypack 250gr,TRAVERSO,Unimarc,Despensa,1190.0,3695.8256532066507,-67.8,0
Piñas en rodajas esmeralda lata 567 g neto - 340 g drenado,ESMERALDA,Unimarc,Despensa,2390.0,3695.8256532066507,-35.33,0
Duraznos en mitades esmeralda lata 425 g neto - 235 g drenado,ESMERALDA,Unimarc,Despensa,1990.0,3695.8256532066507,-46.16,0
Maíz curagua la fuente natural sin gluten 500 g,LA FUENTE NATURAL,Unimarc,Despensa,2390.0,3695.8256532066507,-35.33,2
Palmitos enteros esmeralda lata 400 g neto - 220 g drenado,ESMERALDA,Unimarc,Despensa,3490.0,3695.8256532066507,-5.57,0
Tortilla de maíz enrollada takis fuego 100 g,TAKIS,Unimarc,Despensa,1090.0,3695.8256532066507,-70.51,0
Champiñones laminados esmeralda lata 400 g neto - 230 g drenado,ESMERALDA,Unimarc,Despensa,2250.0,3695.8256532066507,-39.12,0
Mix de vegetales buka 35 g,BUKA,Unimarc,Despensa,500.0,3695.8256532066507,-86.47,0
Pepinillos stollenwerk encurtido en vinagre 720 g,STOLLENWERK,Unimarc,Despensa,5390.0,3695.8256532066507,45.84,2
Atún desmenuzado esmeralda en aceite 160 g drenado 104 g,ESMERALDA,Unimarc,Despensa,890.0,3695.8256532066507,-75.92,0
Passata di pomodoro nuestra cocina frasco 680 g,NUESTRA COCINA,Unimarc,Despensa,3990.0,3695.8256532066507,7.96,0
Gnocchi de papa nuestra cocina 500 g,NUESTRA COCINA,Unimarc,Despensa,2990.0,3695.8256532066507,-19.1,0
Pasta express nuestra cocina sabor verduras 85 g,NUESTRA COCINA,Unimarc,Despensa,560.0,3695.8256532066507,-84.85,0
Puré de papas instantáneo hoffmann bolsa 125gr,HOFFMANN,Unimarc,Despensa,1490.0,3695.8256532066507,-59.68,2
Salsa de soya pearl river bridge 500 ml,PEARL RIVER BRIDGE,Unimarc,Despensa,3490.0,3695.8256532066507,-5.57,2
Doritos evercrisp sabor burger 180 gr,EVERCRISP,Unimarc,Despensa,2000.0,3695.8256532066507,-45.88,0
Harina de avena selecta integral 850 g,SELECTA,Unimarc,Despensa,2390.0,3695.8256532066507,-35.33,0
Pasta de sésamo tahina alwadi 454 g,ALWADI,Unimarc,Despensa,9500.0,3695.8256532066507,157.05,2
Maní salado millantú doy pack 200 g,MILLANTU,Unimarc,Despensa,1230.0,3695.8256532066507,-66.72,0
Vinagre blanco nuestra cocina botella 500 ml,NUESTRA COCINA,Unimarc,Despensa,990.0,3695.8256532066507,-73.21,0
Popcorn pops costa frac 220 g,COSTA,Unimarc,Despensa,1770.0,3695.8256532066507,-52.11,2
Jalea livean berries libre de azúcar 20 g,LIVEAN,Unimarc,Despensa,890.0,3695.8256532066507,-75.92,0
Hoja de parra suk frasco 650 g,SUK,Unimarc,Despensa,5250.0,3695.8256532066507,42.05,2
Papas rústicas mostaza y miel marco polo 185gr,MARCO POLO,Unimarc,Despensa,2350.0,3695.8256532066507,-36.41,0
Maní confitado millantún bolsa 100 g,MILLANTU,Unimarc,Despensa,730.0,3695.8256532066507,-80.25,0
Tostadas artesanales nat crackers cranberry nuez 160 g,NAT,Unimarc,Despensa,4120.0,3695.8256532066507,11.48,2
Maní crocante millantú provenzal doy pack 100 g,MILLANTU,Unimarc,Despensa,690.0,3695.8256532066507,-81.33,0
Castañas en almíbar wasil tetra 570 gr,WASIL,Unimarc,Despensa,4900.0,3695.8256532066507,32.58,0
Nut mix con toque merkén sembrasol 270 g,SEMBRASOL,Unimarc,Despensa,3300.0,3695.8256532066507,-10.71,2
Maní crocante millantú barbecue bolsa 100 g,MILLANTU,Unimarc,Despensa,690.0,3695.8256532066507,-81.33,0
Flan caricia chocolate con salsa caramelo 110 g,CARICIA,Unimarc,Despensa,830.0,3695.8256532066507,-77.54,2
Mayonesa supreme hellmann's squeeze 330 gr,HELLMANNS,Unimarc,Despensa,3490.0,3695.8256532066507,-5.57,0
Papas fritas pringles queso 109 g,PRINGLES,Unimarc,Despensa,1870.0,3695.8256532066507,-49.4,2
Lasaña jamón queso pf listo refrigerada 350 g,PF LISTO,Unimarc,Despensa,3690.0,3695.8256532066507,-0.16,0
Papas rústicas sabor trufa y sal de mar marco polo 185gr,MARCO POLO,Unimarc,Despensa,2350.0,3695.8256532066507,-36.41,0
Lasaña espinaca champiñón pf listo refrigerado 350 g,PF LISTO,Unimarc,Despensa,3690.0,3695.8256532066507,-0.16,0
Mayonesa hellmann's churrasco squeeze 335 gr,HELLMANNS,Unimarc,Despensa,3490.0,3695.8256532066507,-5.57,0
Ketchup heinz squeeze 567 g,HEINZ,Unimarc,Despensa,5290.0,3695.8256532066507,43.13,0
Ensalada verduras wasil tetra 340 g neto - 190 g drenado,WASIL,Unimarc,Despensa,1250.0,3695.8256532066507,-66.18,0
Maní crocante millantú jamón ahumado doy pack 100 g,MILLANTU,Unimarc,Despensa,690.0,3695.8256532066507,-81.33,0
Pasta fresca etre bien spaguetti al huevo sin gluten 400 g,ETRE BIEN,Unimarc,Despensa,4990.0,3695.8256532066507,35.02,2
Pasta fusilli n° 98 barilla 500 g,BARILLA,Unimarc,Despensa,2850.0,3695.8256532066507,-22.89,2
Maní japonés kazai spicy cheddar 80 g,KAZAI,Unimarc,Despensa,1120.0,3695.8256532066507,-69.7,2
Castañas de cajú millantú caramelizada y sésamo bolsa 80 g,MILLANTU,Unimarc,Despensa,2740.0,3695.8256532066507,-25.86,0
Mix frutisa cóctel go doypack 700 g,FRUTISA,Unimarc,Despensa,5950.0,3695.8256532066507,60.99,2
Endulzante líquido iansa cero k alulosa 180 ml,IANSA CERO K,Unimarc,Despensa,3520.0,3695.8256532066507,-4.76,2
Cebollas perla nuestra cocina 400 gr,NUESTRA COCINA,Unimarc,Despensa,1290.0,3695.8256532066507,-65.1,0
Poroto hallado banquete 1 kg,BANQUETE,Unimarc,Despensa,3750.0,3695.8256532066507,1.47,0
Papayas en trocitos tetra 380 g neto - 200 g drenado,WASIL,Unimarc,Despensa,3590.0,3695.8256532066507,-2.86,0
Azúcar granulada iansa 1.7 kg,IANSA,Unimarc,Despensa,2000.0,3695.8256532066507,-45.88,0
Maní japonés kazai merkén 80 g,KAZAI,Unimarc,Despensa,1120.0,3695.8256532066507,-69.7,2
Ensalada de atún mexicana robinson crusoe lata 160 g neto - 160 g drenado,ROBINSON CRUSOE,Unimarc,Despensa,2730.0,3695.8256532066507,-26.13,0
Pasta penne rigate n°73 barilla 500 g,BARILLA,Unimarc,Despensa,2850.0,3695.8256532066507,-22.89,2
Mostaza traverso vintage fuerte 450 g,TRAVERSO,Unimarc,Despensa,2550.0,3695.8256532066507,-31.0,0
Frijoles negros refritos pancho villa lata 430 g neto - 430 g drenado,PANCHO VILLA,Unimarc,Despensa,3290.0,3695.8256532066507,-10.98,0
Maní japonés kazai clásico 80 g,KAZAI,Unimarc,Despensa,1120.0,3695.8256532066507,-69.7,2
Maní con miel millantú 100 g,MILLANTU,Unimarc,Despensa,650.0,3695.8256532066507,-82.41,0
Mayonesa kraft pote 394 g,KRAFT,Unimarc,Despensa,4950.0,3695.8256532066507,33.93,0
Popcorn pops costa frugelé 220 g,COSTA,Unimarc,Despensa,1770.0,3695.8256532066507,-52.11,2
Fideos instantáneos gourmet sabor carne 65 gr,GOURMET,Unimarc,Despensa,1000.0,3695.8256532066507,-72.94,0
Mayonesa not mayo sabor original squeeze 350 g,NOT MAYO,Unimarc,Despensa,2990.0,3695.8256532066507,-19.1,2
Papas rústicas marco polo mix vegetales 150 g,MARCO POLO,Unimarc,Despensa,2790.0,3695.8256532066507,-24.51,0
Maní sin sal evercrisp 380g,EVERCRISP,Unimarc,Despensa,2300.0,3695.8256532066507,-37.77,0
Snack camotes marco polo rústicas 150 g,MARCO POLO,Unimarc,Despensa,2790.0,3695.8256532066507,-24.51,0
Duraznos nuestra cocina en cubitos 580 g neto - 340 g drenado,NUESTRA COCINA,Unimarc,Despensa,1790.0,3695.8256532066507,-51.57,0
Mayonesa kraft deli doypack 200 gr,KRAFT,Unimarc,Despensa,1000.0,3695.8256532066507,-72.94,0
Harina selecta sin polvos 3 kg,SELECTA,Unimarc,Despensa,4550.0,3695.8256532066507,23.11,0
Fideos instantáneos gourmet sabor camarón 65 gr,GOURMET,Unimarc,Despensa,1000.0,3695.8256532066507,-72.94,0
Mostaza traverso vintage suave 450 g,TRAVERSO,Unimarc,Despensa,2550.0,3695.8256532066507,-31.0,0
Fideos instantáneos gourmet sabor pollo 65 gr,GOURMET,Unimarc,Despensa,1000.0,3695.8256532066507,-72.94,0
Popcorn marco polo caramelo doy pack 250 g,MARCO POLO,Unimarc,Despensa,2080.0,3695.8256532066507,-43.72,0
Almendras naturales tento 100 gr,TENTO,Unimarc,Despensa,2650.0,3695.8256532066507,-28.3,0
Sazonador para guacamole pancho villa 30 g,PANCHO VILLA,Unimarc,Despensa,1350.0,3695.8256532066507,-63.47,0
Harina selecta con polvos 1 kg,SELECTA,Unimarc,Despensa,1330.0,3695.8256532066507,-64.01,0
Doritos evercrisp sabor queso bolsa 285 g,EVERCRISP,Unimarc,Despensa,3190.0,3695.8256532066507,-13.69,0
Lasaña precocida lucchetti clásica 200 g,LUCCHETTI,Unimarc,Despensa,1090.0,3695.8256532066507,-70.51,0
